0,114840,0.674268,0.59220606,0.50118405
114840,115080,0.4859595,0.25902295,0.37294948
115080,118000,0.35068792,0.37193456,0.30498338
118000,134240,0.28613508,0.20113426,0.30094659
134240,172880,0.19809744,0.23560598,0.20193884
172880,182120,0.43893793,0.32204017,0.47559306
182120,186960,0.27145189,0.31157109,0.19120991
186960,213040,0.29702443,0.2685878,0.15333353
213040,219040,0.46508178,0.25281402,0.37292597
219040,223920,0.22690473,0.24066007,0.25307047
223920,230840,0.45073903,0.43338105,0.31169593
230840,233320,0.34185204,0.35021156,0.39227372
233320,237760,0.30536488,0.31838858,0.35288179
237760,247160,0.22476523,0.21797949,0.1993477
247160,275400,0.35109332,0.29761145,0.33163688
275400,275960,0.43200555,0.43797928,0.31521961
275960,294760,0.31733435,0.34906882,0.32250276
294760,298600,0.29224679,0.19393104,0.17053422
298600,307720,0.31049237,0.27323258,0.22758967
307720,317320,0.42781964,0.3211115,0.37167969
317320,321680,0.3535125,0.38381654,0.45986345
321680,328120,0.30967513,0.31760919,0.3465938
328120,392880,0.2506333,0.19368736,0.20443445
392880,438800,0.20160705,0.28271767,0.20578977
438800,480080,0.564314,0.36154854,0.50392163
480080,516560,0.35589397,0.3658725,0.17583144
516560,534840,0.48011547,0.35345259,0.30045724
534840,552800,0.26893395,0.27768961,0.31468013
552800,553960,0.55494493,0.591255,0.48992312
553960,560240,0.26882204,0.31757364,0.40403906
560240,566240,0.37123519,0.29875806,0.2670618
566240,571360,0.38805825,0.31976363,0.24489105
571360,575520,0.35370266,0.37534213,0.29130083
575520,580600,0.29475847,0.333954,0.30139002
580600,656120,0.26440465,0.1875965,0.21079911
656120,661840,0.55312973,0.64366895,0.56443608
661840,716440,0.25744188,0.20745453,0.18939026
716440,718320,0.3741729,0.35180268,0.37271136
718320,727720,0.34221369,0.42169803,0.28272972
727720,730920,0.33735365,0.42264691,0.2288259
730920,738960,0.37884903,0.4621062,0.26463977
738960,743040,0.39711729,0.38262483,0.43739763
743040,755360,0.5787273,0.57688648,0.44401121
755360,773160,0.57413334,0.3932375,0.35554388
773160,778840,0.68282282,0.37507114,0.50103921
778840,816640,0.40643063,0.26276079,0.42470688
816640,831040,0.2493467,0.32686248,0.32812405
831040,833080,0.59549218,0.44839433,0.43933234
833080,852760,0.40439713,0.24144109,0.44417426
852760,854680,0.47606394,0.39510787,0.37519827
854680,866720,0.40362749,0.24145982,0.32323432
866720,874800,0.2797547,0.38803157,0.39078328
874800,904600,0.5963493,0.29532793,0.34243536
904600,928320,0.70040482,0.38603282,0.33270684
928320,953400,0.36112198,0.37643358,0.40606007
953400,962440,0.23810257,0.32123798,0.42201063
962440,974600,0.40844539,0.44487494,0.36649895
974600,1035920,0.33342543,0.2767224,0.27304384
1035920,1054720,0.34217623,0.38023165,0.32486933
1054720,1086360,0.63920224,0.30678874,0.27283245
1086360,1096160,0.34485278,0.31910232,0.31448239
1096160,1103880,0.32670531,0.41338387,0.25751141
1103880,1109880,0.2494752,0.26656038,0.18830995
1109880,1115560,0.51732576,0.30983436,0.39169323
1115560,1124880,0.42142639,0.31610414,0.33315402
1124880,1138920,0.33242717,0.32887718,0.36402985
1138920,1166240,0.41294298,0.42707637,0.44373372
1166240,1178800,0.29602391,0.20907813,0.35553727
1178800,1180400,0.66073513,0.48261103,0.6289956
1180400,1211840,0.29243255,0.21066429,0.29717708
1211840,1219160,0.33236191,0.4076781,0.24559569
1219160,1242240,0.28046307,0.25119242,0.22120143
1242240,1259640,0.34918952,0.24238572,0.29059181
1259640,1266480,0.25655514,0.31118196,0.43905643
1266480,1303240,0.1801511,0.25172073,0.21915382
1303240,1303800,0.24734677,0.18474258,0.39844576
1303800,1359440,0.43599853,0.33219564,0.40865016
1359440,1365200,0.24703956,0.26164123,0.36173007
1365200,1383440,0.3119553,0.3353233,0.36978534
1383440,1450520,0.61946106,0.59644967,0.47026703
1450520,1450680,0.75910658,0.62229216,0.74223757
1450680,1480800,0.82973492,0.63815188,0.67607903
1480800,1481920,0.33953196,0.30448866,0.32473695
1481920,1501120,0.89115137,0.65807152,0.55863017
